location,time,plot,treatment,meters,position,horizontal,x,y,z
south,t1,17,Mu,-5,a,1,146080.509,583874.561,-0.37
south,t1,17,Mu,-5,a,2,146077.621,583873.014,-0.34
south,t1,17,Mu,-5,a,3,146072.237,583870.849,-0.337
south,t1,17,Mu,-5,a,4,146067.107,583869.015,-0.351
south,t1,17,Mu,-5,a,5,146063.839,583867.748,-0.332
south,t1,17,Mu,-1,b,1,146079.216,583878.768,-0.343
south,t1,17,Mu,-1,b,2,146075.95,583877.192,-0.342
south,t1,17,Mu,-1,b,3,146070.426,583875.42,-0.352
south,t1,17,Mu,-1,b,4,146064.985,583873.797,-0.352
south,t1,17,Mu,-1,b,5,146061.243,583872.432,-0.348
south,t1,17,Mu,-0.1,c,1,146078.757,583879.529,-0.327
south,t1,17,Mu,-0.1,c,2,146075.314,583878.38,-0.361
south,t1,17,Mu,-0.1,c,3,146070.022,583876.341,-0.337
south,t1,17,Mu,-0.1,c,4,146064.626,583874.546,-0.333
south,t1,17,Mu,-0.1,c,5,146061.158,583873.211,-0.341
south,t1,17,Mu,0.23,d,1,146078.649,583879.912,-0.145
south,t1,17,Mu,0.23,d,2,146075.239,583878.731,-0.141
south,t1,17,Mu,0.23,d,3,146069.921,583876.65,-0.135
south,t1,17,Mu,0.23,d,4,146064.453,583874.791,-0.137
south,t1,17,Mu,0.23,d,5,146061.034,583873.492,-0.15
south,t1,17,Mu,0.55,e,1,146078.522,583880.211,-0.341
south,t1,17,Mu,0.55,e,2,146075.075,583879.068,-0.334
south,t1,17,Mu,0.55,e,3,146069.738,583877.008,-0.314
south,t1,17,Mu,0.55,e,4,146064.383,583875.157,-0.315
south,t1,17,Mu,0.55,e,5,146060.913,583873.862,-0.309
south,t1,17,Mu,1.7,f,1,146078.241,583881.295,-0.311
south,t1,17,Mu,1.7,f,2,146074.701,583880.078,-0.311
south,t1,17,Mu,1.7,f,3,146069.313,583878.185,-0.344
south,t1,17,Mu,1.7,f,4,146063.944,583876.17,-0.348
south,t1,17,Mu,1.7,f,5,146060.523,583874.884,-0.321
south,t1,17,Mu,2.9,g,1,146077.707,583882.275,-0.321
south,t1,17,Mu,2.9,g,2,146074.064,583881.065,-0.335
south,t1,17,Mu,2.9,g,3,146069.146,583879.29,-0.35
south,t1,17,Mu,2.9,g,4,146063.906,583877.382,-0.349
south,t1,17,Mu,2.9,g,5,146060.375,583875.983,-0.325
south,t1,17,Mu,3.23,h,1,146077.521,583882.677,-0.306
south,t1,17,Mu,3.23,h,2,146073.983,583881.404,-0.127
south,t1,17,Mu,3.23,h,3,146069.001,583879.571,-0.333
south,t1,17,Mu,3.23,h,4,146063.756,583877.6,-0.133
south,t1,17,Mu,3.23,h,5,146060.127,583876.33,-0.305
south,t1,17,Mu,3.55,i,1,146077.557,583882.962,-0.308
south,t1,17,Mu,3.55,i,2,146073.847,583881.791,-0.326
south,t1,17,Mu,3.55,i,3,146068.906,583880.137,-0.33
south,t1,17,Mu,3.55,i,4,146063.606,583878.023,-0.308
south,t1,17,Mu,3.55,i,5,146060.109,583876.716,-0.311
south,t1,17,Mu,4.7,j,1,146077.389,583883.886,-0.329
south,t1,17,Mu,4.7,j,2,146073.69,583882.591,-0.32
south,t1,17,Mu,4.7,j,3,146068.406,583880.962,-0.347
south,t1,17,Mu,4.7,j,4,146063.133,583879.196,-0.302
south,t1,17,Mu,4.7,j,5,146059.885,583878.02,-0.309
south,t1,17,Mu,5.9,k,1,146076.861,583884.894,-0.286
south,t1,17,Mu,5.9,k,2,146073.427,583883.774,-0.298
south,t1,17,Mu,5.9,k,3,146068.179,583881.986,-0.309
south,t1,17,Mu,5.9,k,4,146062.981,583880.209,-0.304
south,t1,17,Mu,5.9,k,5,146059.508,583878.962,-0.312
south,t1,17,Mu,6.23,l,1,146076.78,583885.215,-0.139
south,t1,17,Mu,6.23,l,2,146073.232,583884.09,-0.145
south,t1,17,Mu,6.23,l,3,146068.101,583882.318,-0.13
south,t1,17,Mu,6.23,l,4,146062.924,583880.479,-0.135
south,t1,17,Mu,6.23,l,5,146059.526,583879.237,-0.137
south,t1,17,Mu,6.55,m,1,146076.687,583885.574,-0.311
south,t1,17,Mu,6.55,m,2,146073.103,583884.415,-0.318
south,t1,17,Mu,6.55,m,4,146062.766,583880.907,-0.304
south,t1,17,Mu,6.55,m,5,146059.325,583879.655,-0.293
south,t1,17,Mu,7.7,n,1,146076.251,583886.858,-0.287
south,t1,17,Mu,7.7,n,2,146072.858,583885.62,-0.298
south,t1,17,Mu,7.7,n,4,146062.451,583881.892,-0.275
south,t1,17,Mu,7.7,n,5,146058.792,583880.678,-0.276
south,t1,17,Mu,8.9,o,1,146075.953,583887.843,-0.283
south,t1,17,Mu,8.9,o,2,146072.238,583886.675,-0.251
south,t1,17,Mu,8.9,o,4,146062.051,583882.925,-0.281
south,t1,17,Mu,8.9,o,5,146058.416,583881.519,-0.274
south,t1,17,Mu,9.23,p,1,146075.701,583888.141,-0.285
south,t1,17,Mu,9.23,p,2,146072.241,583886.886,-0.105
south,t1,17,Mu,9.23,p,4,146062.053,583883.24,-0.113
south,t1,17,Mu,9.23,p,5,146058.416,583881.896,-0.294
south,t1,17,Mu,9.55,q,1,146075.806,583888.484,-0.297
south,t1,17,Mu,9.55,q,2,146072.101,583887.423,-0.273
south,t1,17,Mu,9.55,q,4,146061.874,583883.535,-0.268
south,t1,17,Mu,9.55,q,5,146058.537,583882.453,-0.275
south,t1,17,Mu,10.45,r,1,146075.343,583889.593,-0.303
south,t1,17,Mu,10.45,r,2,146071.984,583888.261,-0.272
south,t1,17,Mu,10.45,r,4,146061.369,583884.359,-0.275
south,t1,17,Mu,10.45,r,5,146058.146,583883.608,-0.295
south,t1,17,Mu,11.35,s,1,146074.927,583890.022,-0.31
south,t1,17,Mu,11.35,s,2,146071.717,583889.027,-0.279
south,t1,17,Mu,11.35,s,4,146061.258,583885.237,-0.3
south,t1,17,Mu,11.35,s,5,146057.966,583883.918,-0.323
south,t1,17,Mu,11.55,t,1,146074.909,583890.511,-0.324
south,t1,17,Mu,11.55,t,2,146071.571,583889.694,-0.297
south,t1,17,Mu,11.55,t,4,146061.119,583885.72,-0.3
south,t1,17,Mu,11.55,t,5,146057.981,583884.594,-0.298
south,t1,17,Mu,13.2,u,1,146074.245,583892.137,-0.335
south,t1,17,Mu,13.2,u,2,146071.381,583890.99,-0.307
south,t1,17,Mu,13.2,u,4,146060.907,583886.792,-0.306
south,t1,17,Mu,13.2,u,5,146057.658,583885.745,-0.285
south,t1,17,Mu,13.85,v,1,146074.827,583893.144,-0.291
south,t1,17,Mu,13.85,v,2,146071.209,583891.802,-0.283
south,t1,17,Mu,13.85,v,4,146060.491,583887.654,-0.263
south,t1,17,Mu,13.85,v,5,146057.357,583886.725,-0.264
south,t1,17,Mu,14.05,w,1,146074.526,583892.873,-0.278
south,t1,17,Mu,14.05,w,2,146071.062,583891.498,-0.27
south,t1,17,Mu,14.05,w,4,146060.221,583888.187,-0.268
south,t1,17,Mu,14.05,w,5,146056.849,583887.116,-0.273
south,t1,17,Mu,15,x,1,146073.988,583894.293,-0.297
south,t1,17,Mu,15,x,2,146070.435,583893.273,-0.267
south,t1,17,Mu,15,x,4,146059.884,583889.171,-0.261
south,t1,17,Mu,15,x,5,146056.924,583888.474,-0.254
south,t1,17,Mu,16,y,1,146073.274,583895.383,-0.262
south,t1,17,Mu,16,y,2,146069.989,583894.27,-0.268
south,t1,17,Mu,16,y,4,146059.75,583890.167,-0.256
south,t1,17,Mu,16,y,5,146056.265,583889.043,-0.257
south,t1,17,Mu,17,z,1,146073.227,583896.786,-0.268
south,t1,17,Mu,17,z,2,146069.566,583895.295,-0.251
south,t1,17,Mu,17,z,4,146059.303,583891.654,-0.261
south,t1,17,Mu,17,z,5,146056.633,583890.878,-0.252
south,t1,17,Mu,18,aa,1,146072.481,583898.257,-0.274
south,t1,17,Mu,18,aa,2,146069.079,583897.065,-0.296
south,t1,17,Mu,18,aa,4,146058.513,583892.988,-0.243
south,t1,17,Mu,18,aa,5,146055.544,583892.14,-0.26
south,t1,17,Mu,19,ab,1,146071.661,583899.855,-0.29
south,t1,17,Mu,19,ab,2,146068.74,583899.29,-0.259
south,t1,17,Mu,19,ab,4,146057.689,583896.325,-0.276
south,t1,17,Mu,19,ab,5,146054.821,583895.638,-0.264
south,t1,17,Mu,20,ac,1,146071.572,583900.174,-0.266
south,t1,17,Mu,20,ac,2,146067.987,583899.435,-0.259
south,t1,17,Mu,20,ac,4,146057.319,583898.227,-0.263
south,t1,17,Mu,20,ac,5,146053.66,583897.233,-0.254
south,t1,17,Mu,30,ad,1,146068.508,583909.777,-0.261
south,t1,17,Mu,30,ad,2,146064.857,583909.076,-0.264
south,t1,17,Mu,30,ad,4,146053.622,583907.139,-0.257
south,t1,17,Mu,30,ad,5,146051.077,583906.722,-0.264
south,t1,17,Mu,40,ae,1,146064.503,583917.872,-0.246
south,t1,17,Mu,40,ae,2,146061.833,583916.965,-0.275
south,t1,17,Mu,40,ae,4,146052.038,583914.594,-0.257
south,t1,17,Mu,40,ae,5,146049.123,583914.053,-0.249
south,t1,17,Mu,50,af,1,146061.959,583927.233,-0.245
south,t1,17,Mu,50,af,2,146058.332,583926.471,-0.25
south,t1,17,Mu,50,af,4,146049.442,583925.427,-0.257
south,t1,17,Mu,60,ag,1,146057.86,583937.057,-0.248
south,t1,17,Mu,60,ag,2,146054.332,583936.459,-0.254
south,t1,17,Mu,60,ag,4,146045.312,583934.779,-0.242
south,t1,17,Mu,60,ag,5,146042.333,583934.321,-0.222
south,t1,17,Mu,70,ah,1,146054.246,583948.199,-0.22
south,t1,17,Mu,70,ah,2,146050.279,583946.608,-0.228
south,t1,17,Mu,70,ah,4,146040.939,583943.886,-0.218
south,t1,17,Mu,70,ah,5,146036.517,583942.812,-0.232
south,t1,17,Mu,80,ai,1,146050.737,583958.321,-0.239
south,t1,17,Mu,80,ai,2,146047.175,583957.485,-0.195
south,t1,17,Mu,80,ai,4,146038.014,583955.467,-0.208
south,t1,17,Mu,80,ai,5,146035.187,583954.833,-0.204
south,t1,17,Mu,90,aj,1,146046.851,583968.747,-0.213
south,t1,17,Mu,90,aj,2,146043.107,583968,-0.195
south,t1,17,Mu,90,aj,4,146032.442,583965.287,-0.178
south,t1,17,Mu,90,aj,5,146029.716,583964.834,-0.176
south,t1,17,Mu,100,ak,1,146044.201,583977.102,-0.209
south,t1,17,Mu,100,ak,2,146040.401,583976.351,-0.183
south,t1,17,Mu,100,ak,4,146031.66,583974.881,-0.185
south,t1,17,Mu,100,ak,5,146028.376,583974.096,-0.164
south,t1,18,Control,-5,a,1,583861.331,146042.4702,-0.3443
south,t1,18,Control,-5,a,2,583859.4637,146038.3793,-0.3356
south,t1,18,Control,-5,a,3,583857.9868,146034.5477,-0.3489
south,t1,18,Control,-5,a,4,583856.6877,146030.7521,-0.3515
south,t1,18,Control,-5,a,5,583854.6446,146025.7952,-0.3514
south,t1,18,Control,-0.1,c,1,583865.9643,146040.411,-0.3297
south,t1,18,Control,-0.1,c,2,583864.2739,146036.5046,-0.3301
south,t1,18,Control,-0.1,c,3,583862.9383,146032.7851,-0.336
south,t1,18,Control,-0.1,c,4,583861.5763,146028.8,-0.3389
south,t1,18,Control,-0.1,c,5,583859.8567,146023.4017,-0.3638
south,t1,18,Control,1.7,f,1,583868.0237,146040.0583,-0.3433
south,t1,18,Control,1.7,f,2,583866.1347,146035.9052,-0.3232
south,t1,18,Control,1.7,f,3,583864.9942,146032.0394,-0.3143
south,t1,18,Control,1.7,f,4,583863.5808,146027.7305,-0.3279
south,t1,18,Control,1.7,f,5,583861.58,146022.0476,-0.3263
south,t1,18,Control,4.7,j,1,583870.2822,146038.2168,-0.3435
south,t1,18,Control,4.7,j,2,583868.8557,146034.6363,-0.3114
south,t1,18,Control,4.7,j,3,583867.3176,146031.0385,-0.3197
south,t1,18,Control,4.7,j,4,583865.1332,146026.3265,-0.3214
south,t1,18,Control,4.7,j,5,583863.2333,146021.8552,-0.3351
south,t1,18,Control,7.7,n,1,583872.5551,146036.1777,-0.3306
south,t1,18,Control,7.7,n,2,583870.5348,146031.9652,-0.3212
south,t1,18,Control,7.7,n,3,583868.0709,146027.6136,-0.3082
south,t1,18,Control,7.7,n,4,583866.1555,146024.2405,-0.3248
south,t1,18,Control,7.7,n,5,583864.0596,146020.6894,-0.3439
south,t1,18,Control,9.55,q,1,583874.3543,146035.2249,-0.3368
south,t1,18,Control,9.55,q,2,583872.0891,146031.3722,-0.334
south,t1,18,Control,9.55,q,3,583870.0758,146027.4777,-0.3263
south,t1,18,Control,9.55,q,4,583867.8834,146023.9749,-0.3256
south,t1,18,Control,9.55,q,5,583865.2249,146020.0394,-0.3504
south,t1,18,Control,15,x,1,583876.123,146028.3595,-0.3292
south,t1,18,Control,15,x,2,583873.7951,146024.8706,-0.3111
south,t1,18,Control,15,x,3,583873.8285,146024.8679,-0.3127
south,t1,18,Control,15,x,4,583871.1965,146021.3259,-0.3165
south,t1,18,Control,15,x,5,583868.1007,146017.7258,-0.3149
south,t1,18,Control,20,ac,1,583882.5602,146029.4336,-0.2993
south,t1,18,Control,20,ac,2,583880.1708,146025.3382,-0.3192
south,t1,18,Control,20,ac,3,583878.0605,146020.9918,-0.2812
south,t1,18,Control,20,ac,4,583876.1752,146018.1577,-0.297
south,t1,18,Control,20,ac,5,583873.3166,146014.6647,-0.3205
south,t1,18,Control,30,ad,1,583887.7855,146018.9309,-0.3039
south,t1,18,Control,30,ad,2,583885.5591,146014.9994,-0.2987
south,t1,18,Control,30,ad,3,583883.2849,146011.4466,-0.2803
south,t1,18,Control,30,ad,4,583878.654,146007.1283,-0.2919
south,t1,18,Control,30,ad,5,583875.1537,146004.5442,-0.3067
south,t1,18,Control,40,ae,1,583899.5767,146015.6227,-0.2948
south,t1,18,Control,40,ae,2,583897.4526,146011.5894,-0.2591
south,t1,18,Control,40,ae,3,583895.9038,146008.0422,-0.2785
south,t1,18,Control,40,ae,4,583893.5983,146004.6485,-0.2786
south,t1,18,Control,40,ae,5,583890.9759,146001.1853,-0.2603
south,t1,18,Control,50,af,1,583909.9909,146008.5358,-0.273
south,t1,18,Control,50,af,2,583906.9875,146005.1899,-0.2653
south,t1,18,Control,50,af,3,583904.6181,146001.8542,-0.2563
south,t1,18,Control,50,af,4,583902.1051,145998.5347,-0.2609
south,t1,18,Control,50,af,5,583898.1228,145994.0472,-0.2353
south,t1,18,Control,60,ag,1,583918.6477,146003.2857,-0.2347
south,t1,18,Control,60,ag,2,583916.8285,145999.536,-0.2416
south,t1,18,Control,60,ag,3,583914.7669,145996.7514,-0.34
south,t1,18,Control,60,ag,4,583913.5171,145994.4051,-0.2572
south,t1,18,Control,60,ag,5,583904.9982,145985.8092,-0.2449
south,t1,18,Control,70,ah,1,583926.9118,146015.5914,-0.27
south,t1,18,Control,70,ah,2,583925.562,146012.7859,-0.2542
south,t1,18,Control,70,ah,3,583925.0467,146008.8609,-0.2435
south,t1,18,Control,70,ah,4,583923.8002,146005.4896,-0.2542
south,t1,18,Control,70,ah,5,583921.8863,146002.2673,-0.2654
south,t1,18,Control,80,ai,1,583936.5892,146011.3824,-0.2457
south,t1,18,Control,80,ai,2,583935.4605,146007.3125,-0.2236
south,t1,18,Control,80,ai,3,583933.5905,146003.7076,-0.2328
south,t1,18,Control,80,ai,4,583931.6538,146000.3947,-0.2441
south,t1,18,Control,80,ai,5,583928.1055,145994.6339,-0.2425
south,t1,18,Control,90,aj,1,583947.8951,146006.4247,-0.2054
south,t1,18,Control,90,aj,2,583946.4498,146003.6529,-0.21
south,t1,18,Control,90,aj,3,583944.958,146000.5251,-0.2215
south,t1,18,Control,90,aj,4,583943.5294,145997.0573,-0.2393
south,t1,18,Control,90,aj,5,583942.5099,145993.1069,-0.2334
south,t1,18,Control,100,ak,1,583961.5632,145999.961,-0.1971
south,t1,18,Control,100,ak,2,583960.6597,145996.7438,-0.1906
south,t1,18,Control,100,ak,3,583959.8384,145993.0092,-0.1961
south,t1,18,Control,100,ak,4,583958.7126,145988.5611,-0.2012
south,t1,18,Control,100,ak,5,583957.0447,145985.0578,-0.2023
south,t1,19,Control,-5,a,1,146004.463,583847.369,-0.327
south,t1,19,Control,-5,a,2,145997.965,583845,-0.31
south,t1,19,Control,-5,a,3,145995.304,583844.033,-0.338
south,t1,19,Control,-5,a,4,145991.896,583842.551,-0.359
south,t1,19,Control,-5,a,5,145986.55,583840.894,-0.329
south,t1,19,Control,-0.1,a,6,146002.277,583853.149,-0.335
south,t1,19,Control,-0.1,a,7,145996.674,583850.925,-0.312
south,t1,19,Control,-0.1,a,8,145993.267,583849.623,-0.295
south,t1,19,Control,-0.1,a,9,145989.86,583848.511,-0.292
south,t1,19,Control,-0.1,a1,0,145984.532,583846.567,-0.3
south,t1,19,Control,1.7,a1,1,146001.515,583854.615,-0.301
south,t1,19,Control,1.7,a1,2,145995.706,583852.308,-0.281
south,t1,19,Control,1.7,a1,3,145992.657,583851.078,-0.252
south,t1,19,Control,1.7,a1,4,145989.457,583850.084,-0.265
south,t1,19,Control,1.7,f,5,145983.817,583847.883,-0.264
south,t1,19,Control,4.7,j,1,146000.363,583857.633,-0.291
south,t1,19,Control,4.7,j,2,145994.666,583855.415,-0.3
south,t1,19,Control,4.7,j,3,145992.053,583854.483,-0.284
south,t1,19,Control,4.7,j,4,145988.326,583853.152,-0.262
south,t1,19,Control,4.7,j,5,145982.84,583851.193,-0.281
south,t1,19,Control,7.7,n,1,145999.036,583860.388,-0.276
south,t1,19,Control,7.7,n,2,145993.4,583858.296,-0.288
south,t1,19,Control,7.7,n,3,145990.344,583857.44,-0.285
south,t1,19,Control,7.7,n,4,145986.714,583856.072,-0.264
south,t1,19,Control,7.7,n,5,145982.155,583853.997,-0.297
south,t1,19,Control,9.55,q,1,145998.414,583862.616,-0.289
south,t1,19,Control,9.55,q,2,145993.257,583860.515,-0.27
south,t1,19,Control,9.55,q,3,145989.895,583859.251,-0.271
south,t1,19,Control,9.55,q,4,145987.027,583857.831,-0.279
south,t1,19,Control,9.55,q,5,145982.176,583856.434,-0.277
south,t1,19,Control,11.35,s,1,145996.976,583863.507,-0.296
south,t1,19,Control,11.35,s,5,145980.691,583856.429,-0.253
south,t1,19,Control,11.55,t,1,145996.723,583864.467,-0.295
south,t1,19,Control,11.55,t,2,145992.061,583862.617,-0.28
south,t1,19,Control,11.55,t,3,145988.969,583861.565,-0.277
south,t1,19,Control,11.55,t,4,145985.456,583860.068,-0.288
south,t1,19,Control,11.55,t,5,145980.453,583858.162,-0.285
south,t1,19,Control,13.2,u,1,145996.719,583866.4,-0.321
south,t1,19,Control,13.2,u,2,145991.199,583863.925,-0.302
south,t1,19,Control,13.2,u,3,145987.797,583862.458,-0.304
south,t1,19,Control,13.2,u,4,145984.772,583861.398,-0.29
south,t1,19,Control,13.2,u,5,145979.387,583859.707,-0.282
south,t1,19,Control,14.05,w,1,145993.842,583866.703,-0.296
south,t1,19,Control,14.05,w,2,145989.063,583864.469,-0.271
south,t1,19,Control,14.05,w,3,145987.11,583863.509,-0.3
south,t1,19,Control,14.05,w,4,145984.306,583862.669,-0.295
south,t1,19,Control,14.05,w,5,145979.935,583861.227,-0.272
south,t1,19,Control,15,x,1,145995.792,583869.215,-0.272
south,t1,19,Control,15,x,2,145988.615,583866.664,-0.287
south,t1,19,Control,15,x,3,145986.318,583865.891,-0.255
south,t1,19,Control,15,x,4,145983.343,583865.36,-0.247
south,t1,19,Control,15,x,5,145978.421,583863.885,-0.259
south,t1,19,Control,20,ac,1,145993.875,583875.305,-0.276
south,t1,19,Control,20,ac,2,145987.977,583873.503,-0.25
south,t1,19,Control,20,ac,3,145984.712,583872.527,-0.261
south,t1,19,Control,20,ac,4,145980.789,583871.166,-0.234
south,t1,19,Control,20,ac,5,145975.882,583868.445,-0.252
south,t1,19,Control,30,ad,1,145991.179,583880.709,-0.239
south,t1,19,Control,30,ad,2,145985.61,583879.098,-0.231
south,t1,19,Control,30,ad,3,145982.907,583878.533,-0.235
south,t1,19,Control,30,ad,4,145979.573,583877.634,-0.241
south,t1,19,Control,30,ad,5,145974.259,583876.145,-0.234
south,t1,19,Control,40,ae,1,145986.031,583890.104,-0.237
south,t1,19,Control,40,ae,2,145979.91,583888.989,-0.224
south,t1,19,Control,40,ae,3,145978.183,583888.686,-0.223
south,t1,19,Control,40,ae,4,145974.994,583887.691,-0.256
south,t1,19,Control,40,ae,5,145970.117,583885.826,-0.249
south,t1,19,Control,50,af,1,145980.429,583900.307,-0.185
south,t1,19,Control,50,af,2,145975.746,583899.056,-0.193
south,t1,19,Control,50,af,3,145973.585,583898.288,-0.201
south,t1,19,Control,50,af,4,145970.742,583897.558,-0.205
south,t1,19,Control,50,af,5,145967.599,583896.725,-0.218
south,t1,19,Control,60,ag,1,145975.759,583908.325,-0.181
south,t1,19,Control,60,ag,2,145970.665,583906.893,-0.197
south,t1,19,Control,60,ag,3,145968.045,583906.344,-0.222
south,t1,19,Control,60,ag,4,145964.861,583905.579,-0.204
south,t1,19,Control,60,ag,5,145960.923,583904.307,-0.216
south,t1,19,Control,70,ah,1,145974.667,583917.74,-0.192
south,t1,19,Control,70,ah,2,145969.786,583917.532,-0.175
south,t1,19,Control,70,ah,3,145967.121,583917.207,-0.156
south,t1,19,Control,70,ah,4,145963.896,583916.423,-0.162
south,t1,19,Control,70,ah,5,145959.314,583915.347,-0.209
south,t1,19,Control,80,ai,1,145973.397,583927.467,-0.187
south,t1,19,Control,80,ai,2,145966.608,583926.332,-0.181
south,t1,19,Control,80,ai,3,145964.171,583925.804,-0.166
south,t1,19,Control,80,ai,4,145960.204,583924.79,-0.14
south,t1,19,Control,80,ai,5,145955.596,583923.182,-0.134
south,t1,19,Control,90,aj,1,145969.718,583938.212,-0.173
south,t1,19,Control,90,aj,2,145964.905,583936.76,-0.195
south,t1,19,Control,90,aj,3,145961.858,583935.627,-0.175
south,t1,19,Control,90,aj,4,145958.317,583934.073,-0.171
south,t1,19,Control,90,aj,5,145954.054,583932.595,-0.121
south,t1,19,Control,100,ak,1,145963.235,583947.753,-0.174
south,t1,19,Control,100,ak,2,145958.292,583945.385,-0.181
south,t1,19,Control,100,ak,3,145955.36,583944.659,-0.164
south,t1,19,Control,100,ak,4,145952.31,583943.317,-0.168
south,t1,19,Control,100,ak,5,145949.627,583942.113,-0.167
south,t1,20,Mu,-5,a,1,583833.1941,145965.5496,-0.3748
south,t1,20,Mu,-5,a,2,583832.2874,145963.0529,-0.3639
south,t1,20,Mu,-5,a,3,583829.6393,145957.8557,-0.3527
south,t1,20,Mu,-5,a,4,583828.123,145952.7652,-0.3731
south,t1,20,Mu,-5,a,5,583827.2314,145948.9944,-0.3748
south,t1,20,Mu,-1,b,1,583836.6821,145964.8305,-0.3601
south,t1,20,Mu,-1,b,2,583836.048,145960.94,-0.3746
south,t1,20,Mu,-1,b,3,583834.3968,145955.741,-0.3737
south,t1,20,Mu,-1,b,4,583832.9794,145950.8037,-0.3818
south,t1,20,Mu,-1,b,5,583831.5774,145946.9955,-0.3534
south,t1,20,Mu,-0.1,c,1,583838.9382,145964.1218,-0.3345
south,t1,20,Mu,-0.1,c,2,583837.6728,145960.5912,-0.3407
south,t1,20,Mu,-0.1,c,3,583835.8238,145955.4093,-0.3457
south,t1,20,Mu,-0.1,c,4,583834.0739,145950.5147,-0.3842
south,t1,20,Mu,-0.1,c,5,583832.5641,145946.5606,-0.3563
south,t1,20,Mu,0.23,d,1,583839.2876,145963.8746,-0.1084
south,t1,20,Mu,0.23,d,2,583837.5219,145958.6836,-0.389
south,t1,20,Mu,0.23,d,3,583836.8214,145956.919,-0.1057
south,t1,20,Mu,0.23,d,4,583834.8958,145951.8628,-0.3898
south,t1,20,Mu,0.23,d,5,583833.6702,145948.588,-0.1329
south,t1,20,Mu,0.55,e,1,583839.6421,145963.9408,-0.3501
south,t1,20,Mu,0.55,e,2,583838.5252,145960.2772,-0.3308
south,t1,20,Mu,0.55,e,3,583836.5011,145955.1943,-0.2974
south,t1,20,Mu,0.55,e,4,583834.7734,145950.0876,-0.3342
south,t1,20,Mu,0.55,e,5,583833.4164,145946.3681,-0.3304
south,t1,20,Mu,1.7,f,1,583840.8089,145963.633,-0.3387
south,t1,20,Mu,1.7,f,2,583839.5631,145959.8498,-0.3276
south,t1,20,Mu,1.7,f,3,583837.5642,145954.8146,-0.3342
south,t1,20,Mu,1.7,f,4,583835.6896,145949.8515,-0.3219
south,t1,20,Mu,1.7,f,5,583834.1939,145946.0755,-0.3073
south,t1,20,Mu,2.9,g,1,583841.845,145963.4401,-0.3663
south,t1,20,Mu,2.9,g,2,583840.6603,145959.7222,-0.3822
south,t1,20,Mu,2.9,g,3,583838.5133,145954.4618,-0.3522
south,t1,20,Mu,2.9,g,4,583836.818,145949.0895,-0.3483
south,t1,20,Mu,2.9,g,5,583835.5647,145945.5878,-0.3659
south,t1,20,Mu,3.23,h,1,583842.0599,145962.5046,-0.3518
south,t1,20,Mu,3.23,h,2,583840.9599,145959.4596,-0.1321
south,t1,20,Mu,3.23,h,3,583838.8736,145954.1856,-0.3516
south,t1,20,Mu,3.23,h,5,583835.7561,145945.4924,-0.3645
south,t1,20,Mu,3.23,h,9,583837.1227,145948.7851,-0.1474
south,t1,20,Mu,3.55,i,1,583842.7456,145963.0825,-0.3597
south,t1,20,Mu,3.55,i,3,583841.5585,145959.3153,-0.3576
south,t1,20,Mu,3.55,i,3,583839.3345,145954.0002,-0.3806
south,t1,20,Mu,3.55,i,4,583837.5727,145948.9024,-0.3575
south,t1,20,Mu,3.55,i,5,583836.2921,145945.203,-0.368
south,t1,20,Mu,4.7,j,1,583843.5915,145962.3436,-0.3769
south,t1,20,Mu,4.7,j,2,583842.4232,145959.2657,-0.3436
south,t1,20,Mu,4.7,j,3,583840.2482,145953.5948,-0.3494
south,t1,20,Mu,4.7,j,4,583838.2225,145948.4836,-0.3255
south,t1,20,Mu,4.7,j,5,583836.932,145945.1961,-0.362
south,t1,20,Mu,5.9,k,1,583844.5734,145961.6828,-0.3242
south,t1,20,Mu,5.9,k,2,583843.2772,145958.1702,-0.3523
south,t1,20,Mu,5.9,k,3,583841.4039,145953.3978,-0.3565
south,t1,20,Mu,5.9,k,4,583839.445,145948.06,-0.3535
south,t1,20,Mu,5.9,k,5,583837.9838,145944.6703,-0.3522
south,t1,20,Mu,6.23,l,1,583844.9392,145961.5965,-0.1349
south,t1,20,Mu,6.23,l,2,583843.6042,145957.9855,-0.1336
south,t1,20,Mu,6.23,l,3,583841.7061,145953.0997,-0.137
south,t1,20,Mu,6.23,l,4,583839.7283,145947.7901,-0.1385
south,t1,20,Mu,6.23,l,5,583838.2241,145944.3787,-0.1493
south,t1,20,Mu,6.55,m,1,583845.4729,145961.511,-0.3399
south,t1,20,Mu,6.55,m,2,583844.2258,145958.1751,-0.3166
south,t1,20,Mu,6.55,m,3,583842.2393,145952.9556,-0.342
south,t1,20,Mu,6.55,m,4,583840.3213,145947.6742,-0.3282
south,t1,20,Mu,6.55,m,5,583838.8223,145944.0982,-0.3379
south,t1,20,Mu,7.7,n,1,583846.2952,145961.0142,-0.3426
south,t1,20,Mu,7.7,n,2,583844.9935,145957.6517,-0.3358
south,t1,20,Mu,7.7,n,3,583842.931,145952.736,-0.3467
south,t1,20,Mu,7.7,n,4,583840.9597,145947.6746,-0.3283
south,t1,20,Mu,7.7,n,5,583839.1462,145943.6503,-0.3246
south,t1,20,Mu,8.9,o,1,583846.9007,145960.9312,-0.3204
south,t1,20,Mu,8.9,o,2,583845.8063,145957.5875,-0.3358
south,t1,20,Mu,8.9,o,3,583843.8725,145952.2442,-0.3447
